s,a,r,s_prime,done_mask
[[0.49206349 0.50793651]],0,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],1,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],1,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],0,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],1,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],1,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],0,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],1,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],0,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],1,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],1,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],0,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],1,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],0,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],0,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],0,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],1,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],0,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],0,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],1,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],0,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],1,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],1,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],0,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],1,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],0,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],1,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],0,0,[[0.49206349 0.50793651]],1.0
[[0.49206349 0.50793651]],0,0,[[0.49206349 0.50793651]],1.0
